Code,Category,OrgCode,Parent,Stage,ParentCategory
3574,WHO,DOURD,3517,7,Delhi
3575,East Kidwai Nagar,DOURD,3517,7,Delhi
3576,ASI Works New Delhi,DOURD,3517,7,Delhi
3577,NATGRID Works,DOURD,3517,7,Delhi
3578,"Residential cum training complex for Special Protection group,(SPG) , (Ph-l) & Ph-II sector-21 Dwarka,new Delhi ",DOURD,3517,7,Delhi
3579,"Sri Venkateshwara College, Dhaula Kuan",DOURD,3517,7,Delhi
3580,"Repairing and waterproofing of toilets and other works for working Women's hostel, Jasola",DOURD,3517,7,Delhi
3581,Additional Floor for IPO at Dwaraka,DOURD,3517,7,Delhi
3582,"Income Tax, Saket",DOURD,3517,7,Delhi
3583,CBSE Works at Dwaraka,DOURD,3517,7,Delhi
3584,IIT Delhi,DOURD,3517,7,Delhi
3585,Kanpur,DOURD,3518,7,UP
3586,Maharajganj,DOURD,3518,7,UP
3587,varanasi,DOURD,3518,7,UP
3588,Ambedkar Nagar,DOURD,3518,7,UP
3589,Shrawasti,DOURD,3518,7,UP
3590,Bahraich,DOURD,3518,7,UP
3591,Raebareilly,DOURD,3518,7,UP
3592,Allahabad,DOURD,3518,7,UP
3593,Lucknow,DOURD,3518,7,UP
3594,Greater Noida,DOURD,3518,7,UP
3595,Ghaziabad,DOURD,3518,7,UP
3596,Baghpat,DOURD,3518,7,UP
3597,Meerut,DOURD,3518,7,UP
3598,Jhansi,DOURD,3518,7,UP
3599,NOIDA,DOURD,3518,7,UP
3600,Jaipur,DOURD,3519,7,Rajasthan
3601,Others,DOURD,3519,7,Rajasthan
3602,Mandi,DOURD,3520,7,Himachal Pradesh
3603,Bilaspur,DOURD,3520,7,Himachal Pradesh
3604,Chamba,DOURD,3520,7,Himachal Pradesh
3605,Solan,DOURD,3520,7,Himachal Pradesh
3606,PGI Chandigarh,DOURD,3521,7,Chandigarh
3607,Patiala,DOURD,3522,7,Punjab
3608,Mohali,DOURD,3522,7,Punjab
3609,Ropar,DOURD,3522,7,Punjab
3610,Amritsar,DOURD,3522,7,Punjab
3611,Sonepat,DOURD,3523,7,Haryana
3612,Panchkula,DOURD,3523,7,Haryana
3613,Gurugram,DOURD,3523,7,Haryana
3614,ALL Works except BSF works chakur Maharashtra,DOURD,3525,7,Maharashtra
3615,BSF works chakur Maharashtra,DOURD,3525,7,Maharashtra
3616,Chennai,DOURD,3529,7,Tamilnadu
3617,Bangalore,DOURD,3530,7,Karnataka
3618,555 housing units for EWS under PMAY at port blair,DOURD,3531,7,Andaman and Nicobar
3619,Kochi,DOURD,3532,7,Kerala
3620,Vijaywada,DOURD,3533,7,Andhra Pradesh
3621,Visakhapatnam,DOURD,3533,7,Andhra Pradesh
3622,Others,DOURD,3533,7,Andhra Pradesh
3623,Hyderabad,DOURD,3534,7,Telangana
3624,All Works except PMGSY WORKS ORRISA,DOURD,3537,7,Odisha
3625,PMGSY WORKS ORRISA,DOURD,3537,7,Odisha
3626,SSB Mangaldoi(1B),DOURD,3539,7,Assam
3627,"ISI Works, Tezpur",DOURD,3539,7,Assam
3628,M.O.T Washing Machine,DOURD,3539,7,Assam
3629,"Res. BSF work, Manipur",DOURD,3540,7,Manipur
3630,"National Sports University at Koutruk-Senjam, Imphal, Manipur. Hostel Blocks",DOURD,3540,7,Manipur
3631,"PMGSY Works,Tripura",DOURD,3541,7,Tripura
3632,UD (Tripura),DOURD,3541,7,Tripura
3633,Slum Development at Dharmanagar,DOURD,3541,7,Tripura
3634,Town Hall at Bishalgarh,DOURD,3541,7,Tripura
3635,"Tripura Institute of Technology, Agartala, ",DOURD,3541,7,Tripura
3636,IBBF Tripura ,DOURD,3541,7,Tripura
3637,"Textile Works, Sikkim",DOURD,3542,7,Sikkim
3638," NIELIT, Works Gangtok/ Pakyong",DOURD,3542,7,Sikkim
3639,19th Bn Hqtr. SSB at Geyzing.,DOURD,3542,7,Sikkim
3640,"Multi story commercial complex at Akhronga, tura",DOURD,3543,7,Meghalaya
3641,Polo Market,DOURD,3543,7,Meghalaya
3642,IBBF Meghalaya ,DOURD,3543,7,Meghalaya
3643,"IBBF DTR, Mizoram",DOURD,3544,7,Mizoram
3644,Skill Development work /IIS Kanpur,DOURD,3585,8,Kanpur
3645," Income Tax Office cum Residential Building at Kanpur, Uttar Pradesh",DOURD,3585,8,Kanpur
3646,"ESIC Dental College & Renovation of ESIC Hospital at Pandu Nagar, Kanpur",DOURD,3585,8,Kanpur
3647,"ESIC Pandu Nagar, Kanpur, U.P.",DOURD,3585,8,Kanpur
3648,"SSB Works Mahraj Ganj, U.P. With External development work",DOURD,3586,8,Maharajganj
3649,"Central university of Tibetian Studies, Varanasi",DOURD,3587,8,varanasi
3650," Centre for Teachers Education (CTE) Building, Varanasi",DOURD,3587,8,varanasi
3651, Public Amenities at Khidkiya Ghat at Varanasi,DOURD,3587,8,varanasi
3652," Hostels and Residences for lIT BHU , Varanasi",DOURD,3587,8,varanasi
3653,Trade Facilitation Centre And Craft Museum At Bada Lala Pur In varanasi UP,DOURD,3587,8,varanasi
3654,Restoration of Four (4) Kunds in Varanasi,DOURD,3587,8,varanasi
3655,24 Roads at Varanasi Under Hriday Scheme,DOURD,3587,8,varanasi
3656,"200 Bedded Child And Women Hospital, Ambedkar Nagar (UP)",DOURD,3588,8,Ambedkar Nagar
3657,"Various Building & Development works Bhinga,UP",DOURD,3589,8,Shrawasti
3658,Qtrs. at SSB Bn Nanpara Up,DOURD,3590,8,Bahraich
3659,CBSE Works at Rae-Bareilly,DOURD,3591,8,Raebareilly
3660,CISF Allahabad (Resi+ Non-Res) at Kalidipuram,DOURD,3592,8,Allahabad
3661,CISF Allahabad (Resi+ Non-Res) at HQ,DOURD,3592,8,Allahabad
3662,STPI Allahabad,DOURD,3592,8,Allahabad
3663,"ESIC Trauma Centre, Lucknow",DOURD,3593,8,Lucknow
3664,NIA Lucknow,DOURD,3593,8,Lucknow
3665,"Income tax Office Building, Lucknow",DOURD,3593,8,Lucknow
3666,CIO Building for CRIH Lucknow,DOURD,3593,8,Lucknow
3667, Gomtinagar railway station at Lucknow         ,DOURD,3593,8,Lucknow
3668,"ASI Works,Greater Noida",DOURD,3594,8,Greater Noida
3669,"CRPF Works,Greater Noida",DOURD,3594,8,Greater Noida
3670,"Type-II Quarters, CISF Campus, Greater Noida U.P.",DOURD,3594,8,Greater Noida
3671,"Hospital For CPMF, Gr. Noida",DOURD,3594,8,Greater Noida
3672,CISF housing at Gaziabad,DOURD,3595,8,Ghaziabad
3673,"Building at 08 Bn. NDRF, Ghaziabad (UP)",DOURD,3595,8,Ghaziabad
3674,"Food Safety & Standards Authority of India (FSSAI), Ghaziabad",DOURD,3595,8,Ghaziabad
3675,"CDTS at Sector-XIX, Kamla Nehru Nagar (UP)",DOURD,3595,8,Ghaziabad
3676,"Khekra,UP",DOURD,3596,8,Baghpat
3677," Brij Mohan School for the Blind in Meerut,UP",DOURD,3597,8,Meerut
3678,"Development of Rani Lakshmi Bai Central Agricultural university work at Jhansi, UP",DOURD,3598,8,Jhansi
3679,"NSEZ,Noida",DOURD,3599,8,NOIDA
3680,"ESIC Hospital, Jaipur",DOURD,3600,8,Jaipur
3681,"Face Lifting I Renovation Of ESIC Regional Office, Jaipur",DOURD,3600,8,Jaipur
3682,"IIT Mandi,Himachal Pradesh",DOURD,3602,8,Mandi
3683,"ESIC, Mandi",DOURD,3602,8,Mandi
3684,AIIMS Bilaspur,DOURD,3603,8,Bilaspur
3685,"Medical College, Chamba, Himachal Pradesh",DOURD,3604,8,Chamba
3686,"SIC Regional Office Building Baddi, Himachal Pradesh",DOURD,3605,8,Solan
3687,NSNIS Patiala,DOURD,3607,8,Patiala
3688,The Regional Centre Of NIPCCD At Mohali Punjab_,DOURD,3608,8,Mohali
3689,"Permanent Campus Of NIELIT, Chandigarh At Ropar, Punjab",DOURD,3609,8,Ropar
3690," Jallianwala bagh , Amritsar",DOURD,3610,8,Amritsar
3691,"Passport Office Building at plot no. 9, DSC,Ajnata Road, Ranjit Avenue, Amritsar",DOURD,3610,8,Amritsar
3692,"Intern Hostel-BSGMC, Khanpur Kalan, Juan, Haryana",DOURD,3611,8,Sonepat
3693,"NIFTEM Sonepat, Haryana",DOURD,3611,8,Sonepat
3694,"CRPF Works, Bahalgarh, Sonepat",DOURD,3611,8,Sonepat
3695,"Barracks for BTC, ITBP, Bhanu, Haryana",DOURD,3612,8,Panchkula
3696," Real Estate 37-D, Gurugram",DOURD,3613,8,Gurugram
3697,"Real Estate Sector 89,Gurugram",DOURD,3613,8,Gurugram
3698,"Maintenance Work of ESIC, Gurgaon",DOURD,3613,8,Gurugram
3699,"UIICL Chennai,",DOURD,3616,8,Chennai
3700,CIPET Bangalore,DOURD,3617,8,Bangalore
3701,KTPO Bangalore,DOURD,3617,8,Bangalore
3702,Sabrimala base campus at kerela,DOURD,3619,8,Kochi
3703," Aayakar Bhawan at Kochi,Kerala",DOURD,3619,8,Kochi
3704,"NIDM Works,Vijaywada,Andhra Pradesh",DOURD,3620,8,Vijaywada
3705,NID Works,DOURD,3620,8,Vijaywada
3706,IIM Visakhapatnam,DOURD,3621,8,Visakhapatnam
3707,AP Land monetisation work,DOURD,3622,8,Others
3708,"NACIN  Works,hyderabad",DOURD,3623,8,Hyderabad
3709,NIA Works Hyderabad,DOURD,3623,8,Hyderabad
3710,Technical Issues,DOURD,3495,4,NSL 
3711,Finance related,DOURD,3495,4,NSL 
3712,HRM Related,DOURD,3495,4,NSL 
3713,Others,DOURD,3495,4,NSL 
3714,Regarding Employee,DOURD,3496,4,HSCL
3715,Regarding Service,DOURD,3496,4,HSCL
3716,Regarding Admin,DOURD,3496,4,HSCL
3717,Regarding HRM,DOURD,3496,4,HSCL
3718,Regarding Salary,DOURD,3496,4,HSCL
3719,Regarding Finance,DOURD,3496,4,HSCL
3720,Regarding RTI,DOURD,3496,4,HSCL
3721,Regarding IT,DOURD,3496,4,HSCL
3722,Regarding Pension,DOURD,3496,4,HSCL
3723,Regarding Finance Audit,DOURD,3496,4,HSCL
3724,Regarding Award of Works Contract,DOURD,3496,4,HSCL
3725, Regarding Ministry Coordination,DOURD,3496,4,HSCL
3726,Regarding Tax,DOURD,3496,4,HSCL
3727,Regarding Contract/Bill Payment/Project,DOURD,3496,4,HSCL
3728,Others,DOURD,3496,4,HSCL
3729,West Bengal,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3730,Odisha,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3731,Bihar,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3732,Jharkhand,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3733,Chattisgarh,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3734,Madhya Pradesh,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3735,Gujarat ,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3736,Maharashtra,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3737,Delhi,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3738,Uttarakhand,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3739,UP,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3740,Rajasthan,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3741,Himachal Pradesh,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3742,Punjab,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3743,Karnataka,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3744,Tamilnadu,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3745,Telangana,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3746,Andhra Pradesh,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3747,Tripura,DOURD,3727,5,Regarding Contract/Bill Payment/Project
3748,Kolkata,DOURD,3729,6,West Bengal
3749,Durgapur,DOURD,3729,6,West Bengal
3750,Bhubaneswar ,DOURD,3730,6,Odisha
3751,"Duburi,Jajapur",DOURD,3730,6,Odisha
3752,Rourkela,DOURD,3730,6,Odisha
3753,Patna,DOURD,3731,6,Bihar
3754,Ranchi,DOURD,3732,6,Jharkhand
3755,Bokaro ,DOURD,3732,6,Jharkhand
3756,Bhilai ,DOURD,3733,6,Chattisgarh
3757,"Bastar,Nagarnar",DOURD,3733,6,Chattisgarh
3758,Sagar,DOURD,3734,6,Madhya Pradesh
3759,Ahmedabad,DOURD,3735,6,Gujarat 
3760,Vadodara,DOURD,3735,6,Gujarat 
3761,Pune,DOURD,3736,6,Maharashtra
3762,Mumbai,DOURD,3736,6,Maharashtra
3763,Nagpur,DOURD,3736,6,Maharashtra
3764,Dehradun,DOURD,3738,6,Uttarakhand
3765,Varanasi,DOURD,3739,6,UP
3766,Bangalore,DOURD,3743,6,Karnataka
3767,Chennai,DOURD,3744,6,Tamilnadu
3768,Hyderabad,DOURD,3746,6,Andhra Pradesh
3769,Vizag,DOURD,3746,6,Andhra Pradesh
3770,Kolkata Project,DOURD,3748,7,Kolkata
3771,Technical Issues,DOURD,3497,4,HSCC
3772,Finance related,DOURD,3497,4,HSCC
3773,HRM Related,DOURD,3497,4,HSCC
3774,Others,DOURD,3497,4,HSCC
3775,L&DO,DOURD,2426,2,Housing and Urban Affairs
3776,Land related ,DOURD,3775,3,L&DO
3777,Vigilance Related,DOURD,3775,3,L&DO
3778,Adminstration/ Establishment related Pay & Allowance Related,DOURD,3775,3,L&DO
3779,Others,DOURD,3775,3,L&DO
3780,Administration of Nazul Land/ land,DOURD,3776,4,Land related 
3781,Allotment of land ,DOURD,3776,4,Land related 
3782,Encroachment,DOURD,3776,4,Land related 
3783,Unauthorized Construction,DOURD,3776,4,Land related 
3784,Misuse of property,DOURD,3776,4,Land related 
3785,Ownership Dispute,DOURD,3776,4,Land related 
3786,Change in land use,DOURD,3776,4,Land related 
3787,Delay in allotment,DOURD,3776,4,Land related 
3788,Leasehold into freehold,DOURD,3776,4,Land related 
3791,Mutation,DOURD,3776,4,Land related 
3792,Substitution,DOURD,3776,4,Land related 
3793,Re- Settlement,DOURD,3776,4,Land related 
3794,Land acquisition,DOURD,3776,4,Land related 
3795,Refund & Compensation,DOURD,3776,4,Land related 
3796,Nazul Leases Resettlement,DOURD,3776,4,Land related 
3797,Rehabilitation Colonies with no lease deed,DOURD,3776,4,Land related 
3798,Amount charged for various services,DOURD,3776,4,Land related 
3799,Administration of rehabilitation properties to the displaced person during partition,DOURD,3776,4,Land related 
3800,Temporary allotment of vacant sites & Survey of lands,DOURD,3776,4,Land related 
3801,Others,DOURD,3776,4,Land related 
3802,Preparation of site plan,DOURD,3776,4,Land related 
3803,"Inspection of Government Vacant lands, Lease hold properties under L&Do",DOURD,3776,4,Land related 
3804,Demarcation of land parcels,DOURD,3776,4,Land related 
3805,Calculation of premium of land and AGR.,DOURD,3776,4,Land related 
3806,Survey of government land for the purpose of allotment,DOURD,3776,4,Land related 
3807,Non Employee Related,DOURD,3777,4,Vigilance Related
3808,Employee Related,DOURD,3777,4,Vigilance Related
3809,Others,DOURD,3777,4,Vigilance Related
3810,Compassionate appointment related,DOURD,3778,4,Adminstration/ Establishment related Pay & Allowance Related
3811,Pension & Other dues,DOURD,3778,4,Adminstration/ Establishment related Pay & Allowance Related
3812,Interest of Gratuity,DOURD,3778,4,Adminstration/ Establishment related Pay & Allowance Related
3813,Family Pension related,DOURD,3778,4,Adminstration/ Establishment related Pay & Allowance Related
3814,Revision of Pension & Family pension,DOURD,3778,4,Adminstration/ Establishment related Pay & Allowance Related
3815,Others,DOURD,3778,4,Adminstration/ Establishment related Pay & Allowance Related
3816,Roads/ Lanes,DOURD,3786,5,Change in land use
3817,Clubs,DOURD,3786,5,Change in land use
3818,Government hospitals ,DOURD,3786,5,Change in land use
3819,Private hospitals ,DOURD,3786,5,Change in land use
3820,Political parties,DOURD,3786,5,Change in land use
3821,Press/Media Organisations,DOURD,3786,5,Change in land use
3822,Socio-Cultural Institutions,DOURD,3786,5,Change in land use
3823,Creche,DOURD,3786,5,Change in land use
3824,Girls Hostel,DOURD,3786,5,Change in land use
3825,Cinema / Theaters (Administration of lease/ MoA signed with them),DOURD,3786,5,Change in land use
3826,"Allotment of land to religious buildings (Gurudwara, Mandir, Church, etc.)",DOURD,3786,5,Change in land use
3827,"Allotment of land to educational institutions (School, Pre Nursery to Sr. Sec. Schools, Colleges, hostels,etc.)",DOURD,3786,5,Change in land use
3828,"Allotment of land to local bodies (NDMC, MCD)",DOURD,3786,5,Change in land use
3829,International Agencies/Public Undertakings and Institutes,DOURD,3786,5,Change in land use
3830,De-notified Wakf Properties,DOURD,3786,5,Change in land use
3831,Mahila Imdad Committee/ MoSJ&E/ MoMA,DOURD,3786,5,Change in land use
3832,National War Memorial,DOURD,3786,5,Change in land use
3833,National Museum of Natural History,DOURD,3786,5,Change in land use
3834,"States for their Emporiums, Guest Houses and for any other purposes",DOURD,3786,5,Change in land use
3835,Hotels,DOURD,3786,5,Change in land use
3836,Petrol Pumps ,DOURD,3786,5,Change in land use
3837,Coal Depots ,DOURD,3786,5,Change in land use
3838,Gas Godowns ,DOURD,3786,5,Change in land use
3839,CNG Stations,DOURD,3786,5,Change in land use
3840,Mother Dairy,DOURD,3786,5,Change in land use
3841,Delhi Milk Scheme ,DOURD,3786,5,Change in land use
3842,Other Locations,DOURD,3786,5,Change in land use
3843,DDA transferred sites ,DOURD,3786,5,Change in land use
3844,Notified Area committee sites files,DOURD,3786,5,Change in land use
3845,Temporary allotment of land to various organization/agencies for short period such as for Ram Lila/Circus/Games etc.,DOURD,3786,5,Change in land use
3846,Conversion Cell,DOURD,3786,5,Change in land use
3847,Others,DOURD,3786,5,Change in land use
3848,HPIL (Hemisphere properties India Limited),DOURD,3846,6,Conversion Cell
3849,Others,DOURD,3846,6,Conversion Cell
3850,Roads/ Lanes,DOURD,3787,5,Delay in allotment
3851,Clubs ,DOURD,3787,5,Delay in allotment
3852,Government hospitals ,DOURD,3787,5,Delay in allotment
3853,Private hospitals ,DOURD,3787,5,Delay in allotment
3854,Political parties,DOURD,3787,5,Delay in allotment
3855,Press/Media Organisations,DOURD,3787,5,Delay in allotment
3856,Socio-Cultural Institutions ,DOURD,3787,5,Delay in allotment
3857,Girls Hostel,DOURD,3787,5,Delay in allotment
3858,Cinema / Theaters (Administration of lease/ MoA signed with them),DOURD,3787,5,Delay in allotment
3859,"Allotment of land to religious buildings (Gurudwara, Mandir, Church, etc.)",DOURD,3787,5,Delay in allotment
3860,"Allotment of land to educational institutions (School, Pre Nursery to Sr. Sec. Schools, Colleges, hostels,etc.)",DOURD,3787,5,Delay in allotment
3861,"Allotment of land to local bodies (NDMC, MCD)",DOURD,3787,5,Delay in allotment
3862,International Agencies/Public Undertakings and Institutes,DOURD,3787,5,Delay in allotment
3863,De-notified Wakf Properties,DOURD,3787,5,Delay in allotment
3864,Mahila Imdad Committee/ MoSJ&E/ MoMA,DOURD,3787,5,Delay in allotment
3865,National War Memorial,DOURD,3787,5,Delay in allotment
3866,National Museum of Natural History,DOURD,3787,5,Delay in allotment
3867,"States for their Emporiums, Guest Houses and for any other purposes",DOURD,3787,5,Delay in allotment
3868,Hotels,DOURD,3787,5,Delay in allotment
3869,Petrol Pumps ,DOURD,3787,5,Delay in allotment
3870,Coal Depots ,DOURD,3787,5,Delay in allotment
3871,Gas Godowns ,DOURD,3787,5,Delay in allotment
3872,CNG Stations,DOURD,3787,5,Delay in allotment
3873,Mother Dairy ,DOURD,3787,5,Delay in allotment
3874,Delhi Milk Scheme,DOURD,3787,5,Delay in allotment
3875,Other Locations,DOURD,3787,5,Delay in allotment
3876,DDA transferred sites ,DOURD,3787,5,Delay in allotment
